Evid,Magnitude,Magnitude Type,Epoch(UTC),Time UTC,Time Local,Distance From,Lat,Lon,Depth Km,Depth Mi
61953701,2.9,l,1693131023.77,2023/08/27 10:10:23,2023/08/27 03:10:23 PDT,"17.8 km from Mt Rainier, WA",46.7678,-121.9570,9.7,6.0
