Detection Time (UTC),Longitude,Latitude,Folder
2023-08-27 05:36:05,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 05:38:17,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 05:58:33,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 06:17:37,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 06:30:09,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 06:54:57,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 09:58:12,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 10:10:26,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 10:11:08,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 10:26:16,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 10:33:51,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 10:36:54,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 10:48:12,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 10:54:23,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 10:57:43,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 11:16:37,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 11:35:17,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 11:37:44,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 11:38:01,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 11:46:24,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 11:55:15,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 12:15:28,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 12:37:02,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 12:41:20,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 12:50:27,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 13:26:07,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 13:27:22,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 14:00:24,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 14:01:42,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 14:02:20,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 14:58:07,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 15:13:30,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 15:25:21,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-27 20:07:54,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 01:25:12,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 02:44:54,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 04:28:20,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 05:47:54,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 06:21:46,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 08:14:48,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 12:58:39,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 18:48:01,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 21:52:01,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-28 22:11:07,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-29 03:08:03,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-29 05:06:21,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-29 05:25:51,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-29 05:49:52,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-29 05:51:03,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-29 07:40:04,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-29 07:45:01,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-29 10:21:46,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-29 10:54:35,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-30 00:51:11,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-30 05:59:51,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-30 06:13:25,-121.957,46.767833333333336,2023-08-27_10-10-23.770
2023-08-30 15:58:05,-121.957,46.767833333333336,2023-08-27_10-10-23.770
