Detection Time (UTC),Longitude,Latitude,Folder
2023-08-27 05:36:05,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 05:58:33,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 06:30:09,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 06:54:57,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 09:58:12,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 10:10:27,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 10:11:09,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 10:33:52,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 10:57:44,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 11:16:38,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-27 11:35:17,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-28 08:14:48,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-28 10:25:19,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-28 10:25:29,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-28 21:52:01,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
2023-08-29 07:45:01,-121.9555,46.77633333333333,2023-08-28_10-25-21.180
